,Active,Employed
2009 ,0.6920000000000001,0.643
2010 ,0.6970000000000001,0.654
2011 ,0.7070000000000001,0.669
2012 ,0.7070000000000001,0.672
2013 ,0.7140000000000001,0.6809999999999999
2014 ,0.7170000000000001,0.6859999999999999
2015 ,0.7190000000000001,0.69
2016 ,0.725,0.6990000000000001
2017 ,0.7290000000000001,0.706
2018 ,0.732,0.711
2019 ,0.738,0.718
2020 ,0.733,0.7090000000000001
2021 ,0.7440000000000001,0.7190000000000001
2022 ,0.753,0.73
2023,0.758,0.736
