,hhincome
35117,60100
35123,51050
35137,71152
35140,30232
35156,60021
35157,93020
35158,65796
35159,49810
35189,20800
35192,80001
35202,217932
35203,15000
35221,55922
35229,95052
35255,46376
35256,22694
35257,19301
35341,37608
35348,44265
35351,73100
35355,63513
35359,21001
35362,26000
35384,42564
35395,64260
35424,20700
35425,19200
35426,15794
35427,30791
35428,27095
35433,23651
35434,32580
35441,45001
35445,48000
35459,57200
35463,13717
35514,21000
35523,38300
35534,30253
35537,20000
35541,27548
35542,44000
35543,12900
35544,55441
35549,41538
35552,1200
35575,5989
35576,30000
35599,34003
35614,40080
35623,43910
35632,14619
35633,1918
35638,24002
35639,30433
35640,33083
35641,1100001
35652,12490
35653,20976
35659,77371
35676,12204
35677,104655
35689,21912
35696,15964
35747,51656
35757,23041
35758,47617
35759,49054
35764,11302
35765,21600
35792,56800
35801,27601
35813,29338
35842,101160
35843,48648
35846,42102
35853,21338
35858,72007
35865,5033
35870,87331
35871,17002
35909,159000
35925,14146
35946,51269
35952,19986
35980,200018
35987,18085
35996,19691
35997,39508
36001,12529
36033,45005
36034,18790
36040,21616
36043,17088
36044,26881
36052,114216
36055,46647
36056,31273
36057,52017
36058,203
36065,53122
36066,61904
36099,99760
36104,87078
36125,69931
36140,30973
36141,79830
36148,61710
36159,192262
36164,74012
36169,73452
36170,23510
36171,0
36192,30010
36198,12372
36211,58001
36216,4010
36227,121201
36262,12000
36268,14505
36307,69208
36313,66191
36316,27336
36325,45011
36326,58392
36329,47000
36332,56071
36333,-3752
36334,50000
36335,37336
36346,33881
36349,15242
36350,13943
36351,39650
36367,16800
36368,18132
36374,20340
36375,50001
36376,70003
36377,58350
36382,48016
36383,28700
36389,38414
36398,56000
36403,85100
36406,24410
36407,64673
36408,27108
36409,8041
36410,30006
36415,76017
36422,71001
36427,42822
36432,91101
36433,60514
36434,28802
36444,14401
36451,47001
36460,30600
36463,32031
36471,41811
36472,37000
36503,126001
36504,47260
36505,24480
36526,37996
36527,25000
36572,49052
36573,23670
36584,67335
36598,17689
36612,44477
36613,49982
36618,37601
36619,98462
36626,29438
36639,90310
36644,50000
36667,80169
36668,57106
36675,41492
36676,16839
36681,49641
36714,27028
36721,55412
36722,24948
36755,251101
36761,83239
36764,70140
36765,90000
36821,58015
36830,8036
36846,44602
36864,108640
36867,33239
36881,65000
36901,78075
36902,45779
36907,42898
36910,65054
36911,43600
36946,7500
36963,47767
36964,0
36965,32028
36966,8000
36972,27601
36978,37995
36979,24110
36980,31392
36988,85097
36989,68220
36992,5000
37012,80100
37013,60000
37014,9661
37015,50000
37016,27953
37021,37002
37053,25009
37078,50001
37083,11164
37115,28800
37129,14405
37156,20040
37157,42996
37174,110321
37191,52869
37192,17081
37193,34867
37194,164821
37207,20792
37222,122525
37228,-9818
37251,121202
37252,58019
37255,30183
37256,41616
37257,26676
37258,10382
37263,36716
37271,52696
37287,17353
37290,17593
37293,31467
37298,18201
37305,2005
37313,55580
37314,12600
37328,30000
37329,91001
37330,19201
37370,29100
37371,53557
37372,20000
37373,16045
37391,137311
37392,29148
37400,89575
37421,29992
37426,16801
37427,13943
37428,33627
37429,2100
37437,34002
37443,58401
37461,31273
37464,54400
37465,34256
37468,57615
37473,12709
37486,15741
37502,11028
37511,82216
37512,12504
37527,218069
37533,28824
37536,39587
37537,92000
37547,48405
37596,30000
37597,10070
37616,21724
37626,163601
37641,95200
37649,7801
37681,200000
37684,103583
37685,32043
37769,36241
37774,88232
37796,47547
37806,53859
37807,26583
37808,11917
37809,45243
37826,137001
37829,14761
37854,62042
37870,30420
37874,21401
37880,60000
37885,22620
37949,47169
37955,49336
37958,112340
37959,93202
38008,43584
38029,13177
38064,74748
38092,128314
38103,93315
38114,60000
38119,40001
38138,12102
38173,17680
38185,54144
38186,51342
38187,68445
38188,41391
38189,84009
38197,47652
38198,42832
38215,30001
38216,54453
38217,67741
38227,84801
38232,59030
38233,33499
38234,108437
38241,32531
38245,11989
38252,8010
38255,63129
38262,64399
38263,167270
38264,511105
38265,59000
38283,83352
38284,60003
38299,11879
38302,27065
38314,22681
38318,62060
38319,75406
38320,81290
38324,67438
38337,14796
38358,60520
38359,51628
38360,801
38372,75080
38375,17051
38376,1250
38377,19806
38382,0
38391,15241
38461,28005
38462,33010
38508,74908
38520,55150
38525,19896
38526,34195
38535,26228
38536,3480
38566,114010
38569,40414
38570,12913
38578,6313
38579,17000
38580,3284
38581,98434
38584,42032
38591,29980
38595,2400
38649,74001
38719,17641
38725,30990
38734,56005
38774,26381
38807,6000
38836,58888
38840,25000
38848,96147
38862,12000
38903,78804
38906,39605
38919,100751
38920,50000
38921,131323
38922,70000
38933,36200
38936,11004
38941,20537
38942,36245
38943,35031
38944,40205
38947,35500
38958,24000
38963,92120
38987,62000
38993,20040
38996,16441
38997,28800
38998,304412
38999,48758
39000,20792
39010,24000
39015,17688
39016,70505
39036,15553
39048,52000
39049,31560
39050,107996
39126,20411
39133,33104
39150,58392
39156,421623
39161,34447
39164,20280
39175,27165
39181,38843
39188,50598
39211,384072
39212,84015
39243,31415
39258,27095
39259,55021
39262,35002
39285,40052
39286,14794
39294,50001
39295,71729
39296,27180
39308,105337
39345,50003
39348,21060
39349,2649
39354,117068
39370,42105
39371,8502
39372,35611
39383,90401
39388,15000
39402,13334
39403,28001
39413,102602
39421,24530
39424,50110
39427,29400
39436,51620
39444,53534
39463,27844
39464,35150
39469,11545
39470,43222
39471,17101
39474,50008
39511,13560
39517,0
39520,53001
39521,23328
39524,11050
39537,51001
39549,118940
39552,19800
39553,24000
39554,17100
39557,60001
39558,42965
39562,69432
39568,92052
39569,28385
39618,25621
39625,33831
39636,29120
39642,98104
39643,51635
39649,46441
39653,17149
39656,105024
39736,40011
39753,130001
39754,1056761
39755,24382
39758,0
39763,12852
39773,50250
39805,69452
39806,92157
39823,32919
39824,30841
39842,54720
39863,77261
39871,121071
39908,77000
39909,19202
39921,94735
39929,47824
39953,16524
39957,18000
39963,15841
39990,37491
39991,8000
39994,28080
40049,31000
40068,60221
40073,52898
40084,16082
40106,106210
40111,42174
40120,132100
40130,45620
40131,17791
40135,80613
40136,9600
40151,43000
40156,157077
40167,21600
40172,68036
40173,26184
40181,800002
40182,26600
40186,53333
40191,31801
40196,3600
40202,634
40210,67552
40234,25000
40235,52121
40249,0
40271,854042
40285,0
40292,67602
40376,71000
40391,61668
40397,201291
40400,98000
40401,27038
40426,45000
40445,67084
40452,44453
40453,523280
40464,14682
40465,17000
40472,34200
40478,33500
40484,26760
40487,16106
40495,20000
40507,18984
40524,29438
40532,32500
40533,37546
40549,23508
40550,73705
40558,49050
40572,20670
40573,69001
40583,50100
40584,23363
40607,18196
40612,12820
40615,107241
40618,35200
40621,34003
40703,161800
40707,21570
40715,19238
40716,66000
40717,99130
40718,74000
40744,16068
40745,22872
40746,33481
40762,21241
40763,24540
40764,28580
40767,45000
40774,22860
40781,26731
40796,34730
40809,45752
40856,47000
40866,71152
40867,800
40932,115400
40933,17616
40936,78000
40982,26040
41003,0
41032,18750
41033,2545
41039,134231
41040,17281
41041,13682
41052,53161
41053,7155
41054,69956
41062,28646
41063,32743
41066,41364
41067,47000
41073,435992
41077,17089
41090,9064
41119,25500
41127,65150
41128,29190
41185,50509
41186,48405
41187,0
41192,45393
41193,21000
41194,4482
41202,9700
41207,59006
41217,40300
41246,36411
41257,0
41270,19561
41271,51110
41276,5000
41340,26112
41350,17935
41351,10342
41352,17702
41388,20
41394,55651
41395,36621
41431,88036
41456,20001
41478,26616
41487,42000
41506,864
41507,40502
41515,80315
41555,14041
41556,1698
41563,78686
41570,0
41581,20000
41582,153201
41599,80000
41602,0
41671,13690
41676,1200
41677,1
41682,50010
41685,95028
41686,60000
41687,19200
41696,30000
41697,22945
41702,5480
41703,57254
41712,84567
41740,55845
41741,128100
41750,46037
41753,33001
41756,9492
41759,28609
41760,108844
41761,11641
41769,78000
41797,70005
41800,38659
41804,17329
41830,35549
41831,48001
41832,0
41838,25001
41839,13200
41842,35000
41878,30300
41887,35000
41888,105001
41897,11844
41898,53146
41899,30560
41911,58000
41912,39322
41919,220235
41954,64005
41965,32457
41997,31500
41998,34445
42005,19360
42016,75801
42026,30010
42027,15960
42056,53000
42115,85705
42126,22220
42129,76445
42130,48012
42131,14760
42135,456957
42143,20310
42144,0
42149,138739
42157,27636
42158,41164
42159,41149
42162,40066
42163,95003
42168,9005
42209,21945
42217,14401
42218,50751
42229,40210
42230,65100
42271,20511
42311,17689
42314,25526
42319,11826
42320,32000
42321,47006
42322,72000
42334,41000
42350,76564
42354,35435
42355,8818
42356,80250
42370,18770
42371,24000
42372,43440
42380,37601
42391,43201
42396,42576
42400,65117
42405,42000
42406,94893
42407,179321
42424,14618
42441,8441
42452,35000
42468,81420
42500,57065
42503,50612
42512,78020
42543,250003
42576,12854
42610,14077
42646,16259
42647,18420
42655,32784
42656,33240
42661,30003
42667,60001
42670,39004
42682,89201
42688,5313
42719,153103
42720,220623
42726,40000
42727,20000
42730,16551
42731,13573
42734,17928
42739,93287
42740,329640
42752,18541
42759,65051
42762,5200
42763,24999
42764,76280
42765,1840
42770,65000
42775,39000
42779,18781
42780,24492
42781,21000
42782,54002
42800,104083
42801,25220
42813,66003
42823,31376
42855,19441
42860,30010
42867,66035
42870,52000
42871,26000
42880,29930
42883,18720
42891,42208
42920,56499
42923,48800
42924,14834
42925,33400
42926,50000
42937,31409
42940,42241
42947,16441
42952,28441
42959,13081
42960,49031
42961,51284
42962,8184
42967,13416
42988,39442
42991,45000
42992,16464
43002,32352
43003,37178
43004,11028
43009,35200
43016,59937
43017,52643
43024,35281
43033,36504
43038,20040
43056,43431
43078,58012
43083,11000
43084,30603
43092,11903
43097,11641
43098,110674
43114,14064
43115,6705
43116,24841
43123,33010
43136,16200
43137,27600
43138,75264
43141,55001
43142,32452
43145,120204
43158,27341
43164,89000
43175,75240
43182,111136
43200,58000
43212,13250
43213,30000
43220,100003
43221,55651
43232,84701
43233,158001
43234,86036
43235,37000
43248,80000
43251,42180
43297,100000
43308,53005
43309,43624
43325,41000
43331,16004
43397,9003
43398,25121
43410,46744
43421,36254
43432,18200
43459,75002
43467,88000
43470,100300
43473,84224
43474,19203
43477,142000
43478,31200
43479,65480
43480,79264
43487,33627
43488,36400
43489,26600
43492,24721
43493,65195
43503,60150
43543,76004
43548,90154
43549,37100
43550,88400
43554,35360
43562,81548
43566,0
43572,31843
43575,42056
43583,35796
43584,120839
43593,40473
43594,27277
43595,32801
43599,43750
43620,0
43628,45346
43629,32000
43630,91320
43633,60888
43644,458076
43690,46141
43691,41329
43694,4596
43697,36241
43716,29595
43741,132548
43753,4802
43756,11163
43765,24000
43776,17054
43777,32700
43786,0
43801,30000
43802,20468
43840,35000
43860,34364
43865,103
43910,66005
43913,12100
43914,20041
43915,15241
43949,28116
43952,16448
43953,21300
43959,58004
43967,20888
43973,94000
43976,20400
43982,26097
43998,4513
43999,35000
44010,12
44013,100000
44043,105337
44050,40000
44055,31560
44085,103261
44113,31859
44118,109501
44121,41600
44122,3200
44146,33554
44160,61450
44183,33348
44184,35549
44185,34825
44186,85401
44191,72300
44192,47110
44193,45000
44224,10070
44229,24000
44230,15253
44231,72000
44232,41300
44233,14401
44244,50546
44245,37669
44246,9750
44249,14000
44259,24000
44273,60000
44274,90000
44275,32104
44278,31408
44285,21800
44286,33898
44287,52110
44288,28800
44289,21191
44304,30000
44305,60000
44308,85000
44309,27241
44329,57581
44330,71001
44340,82512
44341,41025
44346,24004
44359,52000
44363,1755
44382,36480
44387,9421
44396,63813
44399,62000
44413,22441
44429,53026
44462,52901
44566,40001
44591,6459
44597,109350
44605,103261
44618,40401
44625,12841
44632,22809
44633,18337
44636,72021
44637,25500
44645,32200
44646,21912
44655,70012
44662,55000
44665,9240
44666,26001
44667,30000
44668,45600
44684,22500
44685,26900
44686,23641
44689,272533
44692,75055
44703,50500
44708,26604
44716,5069
44740,10000
44773,1
44797,43656
44811,47000
44817,25256
44823,47991
44829,38922
44830,23650
44842,44265
44843,14640
44855,52605
44858,47755
44859,255201
44868,10000
44869,85053
44873,56302
44878,19416
44881,10263
44900,25741
44920,74765
44946,948
44985,63438
45004,19125
45009,10380
45012,28710
45013,23595
45024,53047
45025,45000
45026,16713
45031,18188
45032,19800
45035,30271
45038,13020
45041,87771
45044,57601
45045,56000
45046,3602
45047,56006
45050,44001
45090,55002
45101,15300
45110,22425
45125,32500
45135,24000
45138,40002
45162,114738
45176,24327
45183,30000
45184,29000
45185,203042
45190,44059
45193,17310
45199,19196
45200,90483
45201,36000
45202,39060
45203,20341
45204,58241
45209,37001
45245,66606
45253,19450
45264,40000
45265,64747
45268,20040
45269,57863
45278,934
45279,15200
45280,17653
45281,9109
45282,10000
45285,106049
45292,53089
45293,78410
45294,18000
45295,0
45299,83354
45302,40000
45309,40227
45310,220193
45311,30001
45312,53000
45313,2870
45314,54002
45319,15337
45320,235033
45323,62715
45324,10200
45329,105601
45332,50200
45378,13610
45419,119775
45425,264100
45430,38077
45436,48186
45441,15600
45442,17500
45443,40411
45444,30000
45453,38101
45458,2
45461,20041
45475,69541
45502,41600
45509,25000
45510,2
45515,260151
45523,62301
45581,74446
45584,485992
45598,225300
45604,61404
45623,76523
45626,24420
45627,32830
45638,19416
45649,8140
45650,82092
45655,22001
45663,34003
45666,64000
45667,16441
45670,19200
45675,54360
45676,19502
45681,75305
45692,90005
45695,45010
45696,32716
45699,2122
45710,42618
45711,112014
45732,77500
45768,40017
45780,25397
45785,45200
45786,9600
45787,1000480
45788,40011
45807,109996
45813,24365
45814,23062
45818,50942
45819,51530
45827,28152
45833,84381
45834,150093
45840,81050
45843,31838
45844,40630
45852,12372
45853,16442
45867,50500
45875,43060
45889,30089
45890,64910
45891,40110
45916,27710
45948,0
45949,59412
45952,30204
45961,60000
45970,16912
45971,55001
45975,23680
45976,31201
45989,36449
45992,23071
46009,15000
46010,17861
46011,60138
46012,16442
46013,120002
46016,20701
46091,31001
46104,50000
46105,50500
46106,55000
46111,45473
46114,75072
46117,47970
46122,68003
46123,26522
46124,34342
46139,31415
46140,38000
46199,39006
46206,13200
46212,50004
46227,31626
46232,24204
46235,41172
46236,43836
46241,4375
46242,67370
46249,41648
46250,68451
46257,56323
46267,80000
46288,13200
46293,40000
46305,45107
46306,23820
46318,14376
46333,22861
46336,23280
46346,20041
46347,64966
46348,18010
46349,80508
46359,55131
46362,50000
46403,40605
46421,13215
46430,74611
46456,0
46462,40852
46463,50000
46515,66000
46520,15001
46537,27710
46551,79010
46562,36000
46578,1918
46579,26520
46580,1918
46584,51565
46587,2792
46633,40056
46657,51311
46684,12000
46708,13604
46729,18565
46730,4360
46733,80508
46776,50820
46777,26002
46778,80500
46791,10332
46806,18010
46814,29062
46815,42898
46816,1177
46817,26040
46818,61508
46819,41300
46842,39319
46847,50002
46862,80000
46863,15200
46888,9000
46893,26923
46936,29904
46939,65002
46942,45910
46955,16500
46956,102216
46959,17500
47027,36001
47028,16000
47044,43574
47047,288531
47072,53000
47077,13717
47081,101041
47086,35342
47104,12133
47109,41843
47110,30021
47119,28040
47133,33000
47137,64500
47159,28070
47182,2
47186,80913
47201,9241
47205,31041
47206,106670
47219,14501
47229,75700
47230,43234
47246,1053400
47249,13489
47250,14041
47251,21217
47252,18721
47281,48066
47282,40000
47283,42000
47288,65601
47289,45005
47294,101024
47295,29300
47296,75035
47303,32750
47319,20400
47320,69387
47338,18640
47341,57066
47359,94007
47360,17500
47361,38587
47364,145060
47378,40000
47382,41642
47383,44297
47384,95030
47389,65511
47390,65211
47393,221040
47400,185104
47418,60026
47440,17262
47449,23766
47457,31017
47458,28868
47459,40100
47464,82481
47489,27192
47501,18000
47512,10140
47513,47000
47516,40525
47519,21861
47520,92971
47521,15140
47536,23000
47540,44782
47547,30841
47548,76445
47561,29808
47567,77396
47568,19681
47569,0
47586,34952
47598,37856
47603,40000
47604,28000
47605,15000
47687,35001
47701,0
47702,230014
47780,63428
47796,32104
47826,62841
47827,25620
47828,97569
47829,74550
47834,53324
47835,12000
47838,46651
47859,91072
47860,26221
47866,48060
47867,22022
47872,45620
47890,102685
47976,37700
47977,20341
48002,35404
48003,901757
48004,38001
48005,15813
48020,8148
48032,23460
48033,28824
48034,17338
48040,19484
48041,128978
48042,130002
48045,89800
48050,51007
48051,0
48052,50102
48057,75660
48066,0
48084,23641
48101,12625
48104,40605
48107,26522
48108,20281
48133,45100
48134,103943
48135,52337
48138,36000
48139,26324
48147,42564
48153,5101
48156,20000
48157,17089
48158,2000
48165,16861
48212,45681
48233,15241
48234,720
48247,48668
48254,169000
48281,49000
48288,22494
48337,46200
48375,15241
48385,21912
48386,31966
48393,42777
48398,55483
48428,32001
48429,1337
48430,17331
48435,81664
48439,28869
48442,60001
48443,48010
48444,39278
48447,40000
48448,5747
48449,74548
48452,47002
48456,74230
48464,53000
48503,68234
48513,64010
48514,32111
48518,199990
48524,20003
48531,40456
48545,22425
48546,30000
48567,29001
48590,17640
48591,30300
48601,36007
48605,1918
48630,90000
48637,46094
48659,59086
48664,12001
48665,28224
48666,65002
48689,43005
48690,22003
48693,65000
48694,95027
48697,14270
48698,65095
48702,189013
48703,46660
48710,38266
48711,17642
48714,55510
48732,42001
48742,60347
48748,10701
48767,16200
48768,17088
48769,65054
48770,53333
48775,39322
48781,100152
48789,22002
48792,74160
48804,175767
48830,20010
48835,200012
48851,75944
48865,120050
48876,16160
48877,55510
48908,93000
48909,25283
48948,14981
48961,46876
48988,200000
49072,90000
49084,41885
49085,137733
49095,29641
49101,130010
49114,88031
49124,56100
49136,24623
49137,10800
49138,16744
49139,13273
49144,156620
49145,22052
49146,6130
49166,124045
49167,15121
49170,24583
49173,44375
49187,17700
49197,0
49200,11244
49201,11440
49210,53808
49213,14601
49217,82453
49226,35106
49237,35100
49240,45038
49257,27000
49286,30000
49296,32761
49315,34704
49320,41005
49325,120257
49328,56056
49329,35001
49367,12552
49389,71501
49406,11299
49412,57006
49413,70500
49425,34343
49432,31040
49438,62915
49439,126090
49454,115482
49455,121580
49458,43837
49490,17150
49491,21276
49495,125990
49506,24243
49521,8517
49522,101301
49536,3
49563,89510
49568,184300
49577,29762
49578,22510
49587,21600
49594,36310
49605,42184
49606,52121
49628,50509
49631,72455
49632,26875
49662,0
49672,28735
49675,0
49688,1980
49689,70500
49729,17268
49730,39809
49752,16380
49764,30417
49801,38533
49827,200
49845,22248
49848,59453
49854,38005
49855,42626
49863,52086
49875,20100
49876,24000
49884,33141
49885,56520
49888,7621
49899,81051
49900,98118
49901,75000
49905,28368
49911,52676
49920,88460
49932,85000
49943,63601
49971,10000
49979,33880
49980,0
50009,76691
50010,76001
50019,0
50020,19741
50021,13657
50051,42998
50072,21241
50106,78227
50107,17220
50131,37212
50147,212830
50155,21625
50171,10321
50195,186729
50198,70507
50222,35642
50223,18168
50224,13200
50227,58025
50228,20185
50232,350309
50263,17310
50264,45885
50277,115216
50283,95477
50287,192340
50288,15000
50292,36001
50293,0
50294,80000
50310,37206
50311,56202
50312,14206
50333,110728
50343,105070
50346,13200
50350,20000
50364,34379
50372,12000
50373,15384
50374,54520
50375,56095
50380,35840
50391,123699
50409,22442
50420,52922
50453,10344
50454,87715
50465,15720
50466,29220
50471,40070
50477,8628
50484,31040
50492,42078
50509,33501
50521,10645
50541,25838
50553,30010
50560,125015
50576,54320
50577,51006
50588,80002
50603,162002
50604,113850
50615,51005
50619,241508
50620,227682
50625,120050
50643,106551
50686,40003
50687,45000
50694,12841
50710,16900
50741,100164
50755,67502
50766,62651
50767,90020
50787,21610
50805,70021
50814,51797
50815,14852
50831,65061
50888,49091
50893,51602
50894,146213
50895,100689
50934,32468
50935,39723
50936,59000
50950,19658
50957,29760
50973,99500
50976,20898
50981,18960
50989,13249
50990,62828
51008,33653
51030,51574
51031,107335
51032,62606
51037,38152
51048,14714
51049,16443
51050,56801
51057,21086
51070,21180
51085,32000
51095,158001
51096,25079
51111,42001
51143,25623
51158,47882
51164,39901
51175,88230
51184,36812
51185,91905
51200,60681
51201,97601
51202,58000
51217,101002
51236,68330
51245,96068
51296,14797
51299,3370
51309,10560
51380,30001
51381,14457
51415,42404
51421,30401
51424,20041
51433,68112
51436,12134
51441,127060
51450,25699
51451,157515
51478,84002
51492,183887
51496,70015
51505,60000
51519,52000
51520,26756
51553,48001
51564,147325
51567,19034
51568,33371
51638,70000
51667,14041
51674,22165
51680,41907
51724,79052
51736,78013
51745,37621
51803,138845
51811,192036
51838,23016
51839,21931
51858,51291
51862,29074
51904,109462
51971,50004
51994,44208
51995,68021
52048,150509
52054,80000
52055,63352
52069,68065
52074,103895
52077,70005
52082,27630
52088,60300
52098,180020
52108,2500
52116,3241
52120,85171
52125,53000
52126,19705
52127,8001
52131,31000
52141,31500
52147,21492
52148,9852
52149,40000
52156,44000
52163,0
52164,42415
52167,32402
52171,0
52187,12169
52201,44145
52202,43036
52203,70325
52204,48186
52224,151100
52240,355000
52241,254711
52246,2
52252,115001
52263,108043
52290,100020
52291,350000
52292,60000
52313,32001
52314,37788
52334,14618
52352,105024
52353,12841
52354,10800
52355,1
52356,8225
52357,8000
52360,35755
52367,37500
52387,40563
52396,10836
52402,35000
52407,110000
52408,84301
52435,63602
52436,41576
52437,110000
52454,113027
52475,23500
52501,26441
52549,116630
52550,206101
52551,135555
52591,120751
52592,35010
52593,57501
52594,65378
52603,75000
52604,24100
52605,100801
52614,133046
52670,233021
52676,13000
52703,86900
52723,40000
52752,37130
52787,99010
52791,66002
52798,241360
52818,31372
52857,50047
52880,128761
52897,853
52927,38285
52935,75850
52947,1
52964,62193
52970,79999
52976,225012
52983,47653
52990,55105
53021,96160
53022,27878
53032,15226
53125,12241
53126,27828
53127,39769
53128,69674
53135,56002
53136,65001
53149,90002
53152,100518
53165,121701
53174,56000
53175,51574
53176,70000
53177,41021
53178,67002
53185,28800
53207,12280
53208,0
53209,10800
53210,21216
53211,1110
53212,19774
53213,42232
53214,32896
53215,75570
53222,10960
53223,170400
53228,114431
53229,12029
53232,74137
53233,152225
53234,25010
53237,30001
53238,110160
53249,35032
53254,72121
53257,80570
53260,180001
53261,2
53262,24000
53263,155428
53268,73731
53273,131810
53274,102815
53277,14088
53292,24006
53293,138480
53294,128010
53297,132962
53298,15594
53309,138049
53310,10978
53311,43402
53312,10968
53317,72361
53321,101030
53324,56858
53327,60731
53328,21273
53331,15000
53334,76671
53356,59505
53357,109180
53365,50000
53366,0
53367,132129
53368,149200
53374,54195
53375,74233
53384,415
53385,27400
53386,102003
53387,27397
53388,52000
53395,212603
53396,13201
53403,41595
53411,41906
53412,48725
53413,115307
53419,7623
53424,119751
53427,64260
53428,20890
53431,26987
53432,120102
53438,18782
53439,12819
53442,82596
53443,30000
53446,110038
53447,113175
53450,173160
53453,151000
53454,117010
53459,41257
53460,538611
53461,59120
53470,78506
53473,18380
53474,113850
53488,34800
53497,130375
53500,125182
53501,84894
53509,20774
53516,163798
53517,46558
53522,155100
53530,102460
53533,0
53536,47529
53546,139560
53547,29778
53548,0
53549,601
53550,180728
53555,156800
53556,120663
53559,2405
53560,42852
53561,19680
53577,71866
53578,127001
53583,110175
53593,110121
53596,80133
53597,170400
53602,13164
53603,100028
53604,95775
53611,99050
53614,123512
53615,134100
53618,79020
53619,132501
53620,23200
53621,45031
53622,61303
53623,49198
53624,75587
53628,1124060
53632,140065
53642,4801
53656,80502
53659,152464
53676,44400
53683,10968
53684,180207
53688,6000
53689,108100
53690,110249
53691,75167
53695,65591
53696,74038
53701,100427
53704,101600
53711,10801
53712,115014
53713,8400
53714,22001
53719,231900
53720,112340
53721,150033
53722,116201
53723,81054
53739,36760
53754,394451
53755,62095
53758,21841
53759,26328
53762,88205
53763,325300
53767,177220
53772,180612
53777,84601
53778,60345
53779,55239
53780,97067
53787,28441
53790,72861
53793,61012
53796,100006
53797,298893
53798,1
53801,2088
53809,0
53810,87074
53817,38200
53823,720
53824,103556
53825,172600
53826,105540
53829,8137
53836,160000
53837,85945
53838,48026
53843,21233
53844,1751
53845,5293
53846,92046
53847,26000
53848,130755
53849,68000
53861,398003
53864,60003
53865,59475
53866,20
53867,0
53873,184050
53879,178071
53880,156331
53889,175021
53894,85503
53895,470254
53896,62202
53897,0
53898,102551
53901,96502
53902,64608
53903,50404
53904,7950
53905,22520
53908,53251
53909,32000
53910,8041
53917,8411
53918,162981
53919,65021
53927,62870
53928,251011
53932,32000
53933,28010
53934,49560
53939,80020
53955,243381
53956,76740
53964,5439
53967,16744
53970,345019
53971,140352
53978,1124060
53985,67200
53986,4002
53987,79481
53988,33283
53989,23616
53990,50003
53991,0
53994,8170
54003,12480
54004,44209
54005,32012
54015,71135
54016,138552
54021,69125
54024,277682
54025,69506
54026,86195
54027,0
54030,15312
54031,60430
54034,50000
54039,114700
54040,60190
54044,21600
54045,53125
54046,1920
54047,109000
54048,19759
54057,10968
54064,284217
54065,110021
54068,270000
54069,10669
54070,172100
54075,77505
54079,122424
54103,195200
54108,155015
54109,50010
54110,100
54111,170810
54112,47210
54113,103100
54118,220150
54119,164433
54123,36700
54129,181671
54130,10800
54134,105014
54135,175121
54138,27800
54143,61044
54144,203001
54147,19681
54152,148012
54153,178428
54156,53041
54184,251204
54189,109194
54190,120550
54191,60605
54192,15841
54193,58442
54196,578611
54197,71175
54200,218000
54223,30000
54224,235700
54244,174895
54247,20002
54250,20002
54251,3000
54256,14400
54257,128433
54260,0
54261,8508
54262,43112
54265,75870
54270,88305
54277,32561
54282,141022
54291,119550
54292,257104
54293,63450
54294,130282
54295,21528
54307,20438
54308,0
54321,96269
54327,47500
54328,172410
54331,128010
54344,30000
54353,73203
54354,21792
54367,2652
54368,92002
54374,55272
54375,40311
54378,83851
54384,81910
54385,176236
54395,0
54401,76350
54407,2700
54408,89368
54420,16801
54431,25000
54432,53292
54433,42241
54434,2
54458,14357
54469,69008
54472,71000
54481,45665
54488,61050
54501,45910
54526,13800
54543,45001
54544,17750
54545,159005
54555,18620
54556,36186
54557,80335
54564,61258
54565,27169
54566,25574
54567,18000
54568,93517
54579,30027
54580,25093
54581,250012
54589,62541
54590,62800
54591,110736
54594,113992
54604,48000
54628,16380
54637,402501
54638,112859
54641,173500
54653,203001
54654,110402
54670,181012
54675,61050
54680,20000
54691,46120
54692,17040
54693,45691
54711,55000
54712,171045
54716,150001
54722,17641
54733,41616
54737,100700
54738,65003
54744,61120
54751,59002
54756,21
54757,77330
54764,35000
54779,14497
54783,1425
54784,237525
54785,43562
54797,82013
54798,117032
54803,71701
54804,32402
54816,0
54817,115
54824,17086
54829,9601
54850,95206
54854,19441
54855,46451
54860,0
54861,55000
54866,0
54867,56031
54868,50020
54889,45648
54901,250950
54906,25705
54915,25200
54918,53320
54928,14160
54932,0
54933,116320
54939,0
54949,11292
54980,27001
54981,7200
54989,70015
55001,61005
55004,100909
55009,135203
55014,143675
55015,69968
55023,6130
55024,81103
55027,40840
55040,2952
55043,90420
55048,336800
55056,44525
55057,97000
55058,130211
55070,99602
55071,69647
55083,15604
55084,39652
55085,40000
55086,35000
55087,29021
55090,34110
55091,135902
55094,52003
55095,13249
55098,0
55126,20041
55134,15841
55135,46572
55147,59036
55148,46711
55149,18841
55156,122005
55169,90501
55170,13249
55194,11191
55206,93406
55207,28850
55208,26160
55224,50120
55244,28802
55245,67352
55255,28000
55278,57828
55292,81000
55293,17648
55296,18841
55299,54002
55308,13764
55309,11097
55313,17112
55314,38000
55319,8042
55320,7501
55325,49001
55409,55172
55414,40001
55467,29001
55468,185850
55469,39996
55484,38518
55487,49000
55488,33165
55492,44000
55497,0
55545,44900
55546,37001
55567,301916
55568,171522
55594,31352
55597,0
55608,61005
55618,60000
55621,64580
55624,143062
55627,87548
55634,13081
55637,17208
55640,115502
